"ACHAM","luo",3
"ACHANJO","luhya",3
"ACHAPAH","luhya",3
"ACHATCH","luo",3
"ACHAU","mijikenda",3
"ACHAYO","luhya",3
"ACHEGA","luhya",3
"ACHEHA","luhya",3
"ACHEIYA","luhya",3
"ACHELO","luo",3
"ACHICH","luo",3
"ACHIEGO","luo",3
"ACHIEN'G","luo",3
"ACHIENG","luo",3
"ACHIENGE","luo",3
"ACHILLAH","luo",3
"ACHOCK","luo",3
"ACHODO","luo",3
"ACHOKI","kisii",3
"ACHOLLA","luo",3
"ACHORIA","luo",3
"ACHUCH","luo",3
"ACHUMA","luhya",3
"ACHUNGO","luo",3
"ACHUNY","luo",3
"ACHUODHO","luo",3
"ACHWAL","luo",3
"ACHWANG'A","kisii",3
"ADAJI","luhya",3
"ADAKA","luhya",3
"ADALA","luo",3
"ADAMALI","luhya",3
"ADAMJEE","indian",3
"ADANO","gabra",3
"ADAPALEM","teso",3
"ADARI","kisii",3
"ADAVA","luhya",3
"ADBULREHMAN","muslim",3
"ADDAN","arab",3
"ADEI","luhya",3
"ADEKAH","luhya",3
"ADEKHELA","luhya",3
"ADEKO","kisii",3
"ADEL","luo",3
"ADELI","luhya",3
"ADEM","luo",3
"ADEMA","luhya",3
"ADEMBESA","kisii",3
"ADEMBESAH","luhya",3
"ADEN","somali",3
"ADENDI","luhya",3
"ADENY","luo",3
"ADENYO","luo",3
"ADERA","luo",3
"ADEREKHA","luhya",3
"ADERI","luhya",3
"ADETA","luhya",3
"ADEWA","teso",3
"ADHAN","muslim",3
"ADHANJA","luo",3
"ADHAWO","luo",3
"ADHIAM O","luo",3
"ADHIAMBO","luo",3
"ADHINGA","luo",3
"ADHOLA","luo",3
"ADHUONGO","luo",3
"ADIANG'","luo",3
"ADIDA","luo",3
"ADIEDO","luo",3
"ADIGA","luhya",3
"ADIJA","muslim",3
"ADINDA","luo",3
"ADIPO","luo",3
"ADISA","luhya",3
"ADIYA","luo",3
"ADIYO","luo",3
"ADOKOGH","teso",3
"ADOLI","luhya",3
"ADOLO","luo",3
"ADOLWA","luhya",3
"ADOMEMOI","teso",3
"ADOMONGURA","teso",3
"ADONGO","luo",3
"ADORI","luhya",3
"ADORWA","luhya",3
"ADOYO","luo",3
"ADUI","swahili",3
"ADUL","luo",3
"ADULO","luo",3
"ADUNDO","luo",3
"ADUNGO","teso",3
"ADUNGU","luhya",3
"ADUO","luo",3
"ADUOL","luo",3
"ADUVUKA","luhya",3
"ADUVUKHA","luhya",3
"ADUWO","luo",3
"ADWOGO","luo",3
"AENCHA","kisii",3
"AERO","luo",3
"AFEY","somali",3
"AFUBWA","luhya",3
"AFUKAME","luhya",3
"AFWANDA","luhya",3
"AFWANDI","luhya",3
"AGAL","luo",3
"AGALA","luhya",3
"AGAMERA","luhya",3
"AGANYO","luo",3
"AGAO","luo",3
"AGAYA          A","luo",3
"AGENG'O","luo",3
"AGENGA","luo",3
"AGENGO","luo",3
"AGER","luo",3
"AGEYO","luo",3
"AGIGE","luo",3
"AGILA","luo",3
"AGINGA","luhya",3
"AGINGU","luo",3
"AGOLAH","luo",3
"AGOLLA","luo",3
"AGOLLAH","luo",3
"AGON'G","luo",3
"AGONG'","luo",3
"AGONGO","kisii",3
"AGORO","luo",3
"AGOT","luo",3
"AGOYA","luo",3
"AGUDHO","luo",3
"AGUFA","luhya",3
"AGUFA'","luhya",3
"AGUFANA","luhya",3
"AGULA","luo",3
"AGULO","luo",3
"AGUNGOD","luo",3
"AGUNJA","luo",3
"AGUSIOMA","luhya",3
"AGUTU","luo",3
"AGUVASU","luhya",3
"AGUYA","luhya",3
"AGUYO","luo",3
"AGWAMBO","luo",3
"AGWARA","luo",3
"AGWARO","luo",3
"AGWATA","luo",3
"AGWAYA","luo",3
"AGWAYO","luhya",3
"AGWINGI","luo",3
"AHALO","luo",3
"AHMAD","muslim",3
"AHMEDD","muslim",3
"AHUYA","luhya",3
"AIDAH","luhya",3
"AIDAN","somali",3
"AILA","luo",3
"AIRA","luhya",3
"AIRO","luo",3
"AJALI","swahili",3
"AJAMBA","luhya",3
"AJENGE","luo",3
"AJIVA","luo",3
"AJONG'O","teso",3
"AJOWI","luhya",3
"AJUALA","luhya",3
"AJUK","turkana",3
"AJUOGA","luo",3
"AJWAN'G","luo",3
"AJWANG'","luo",3
"AKACHA","luhya",3
"AKAKA","luhya",3
"AKAKI","luhya",3
"AKALA","luo",3
"AKALO","luhya",3
"AKANGA","luhya",3
"AKANOTI","luhya",3
"AKATCH","luo",3
"AKATHA","luhya",3
"AKATO","luhya",3
"AKATSA","luhya",3
"AKEDI","luhya",3
"AKELLO","luo",3
"AKENDO","luo",3
"AKENG'A","kisii",3
"AKENG'O","luo",3
"AKETCH","luo",3
"AKEYO","luo",3
"AKHAENDA","luhya",3
"AKHAMABE","luhya",3
"AKHENDA","luhya",3
"AKHOKO","luhya",3
"AKHOYI","luhya",3
"AKHULE","luhya",3
"AKHULUNYA","luhya",3
"AKHUMBI","luhya",3
"AKHWESA","luhya",3
"AKIBA","swahili",3
"AKIDOR","turkana",3
"AKINGA","luhya",3
"AKINYI","luo",3
"AKITALA","luhya",3
"AKODHE","luo",3
"AKOKOTHI","luo",3
"AKOLIA","luhya",3
"AKOLONYO","luhya",3
"AKOMBO","luhya",3
"AKONDO","luo",3
"AKONG'O","luo",3
"AKOPETUM","kalenjin",3
"AKORO","luo",3
"AKOSENGWA","luhya",3
"AKOTCH","luhya",3
"AKOTH","luo",3
"AKOYA","luhya",3
"AKOYO","luo",3
"AKOZA","luhya",3
"AKUCHE","luo",3
"AKUDO","luo",3
"AKUDOKI","kisii",3
"AKULA","luhya",3
"AKULA'","luhya",3
"AKUMU","luo",3
"AKUNGWI","luhya",3
"AKUNO","luo",3
"AKUNYA","luhya",3
"AKUOM","luo",3
"AKURUBONG","maasai",3
"AKUSALA","luhya",3
"AKUTOYI","luhya",3
"AKWANALO","luhya",3
"AKWANY","luhya",3
"AKWARO","kisii",3
"AKWENDA","luhya",3
"AKWERA","luo",3
"AKWISELA","luhya",3
"AKWONI","luhya",3
"ALADI","luhya",3
"ALAKA","kisii",3
"ALAKONYA","luhya",3
"ALAMA","swahili",3
"ALANGO","luo",3
"ALAPUS","teso",3
"ALARO","luo",3
"ALASI","luhya",3
"ALATI","luhya",3
"ALEGANA","luhya",3
"ALEKA","luhya",3
"ALEKO","luo",3
"ALEMBI","luhya",3
"ALEPENGIMOE","teso",3
"ALERA","luhya",3
"ALFUNZI","luhya",3
"ALI","muslim",3
"ALIARO","luhya",3
"ALIDHAI","kalenjin",3
"ALIELO","kisii",3
"ALIGULA","luhya",3
"ALIM","luo",3
"ALIMA","luhya",3
"ALIMASI","swahili",3
"ALIMI","luhya",3
"ALIMOHAMED","muslim",3
"ALINGI","luo",3
"ALIUSA","luhya",3
"ALIVITSA","luhya",3
"ALLEGO","luo",3
"ALLI","muslim",3
"ALMASI","swahili",3
"ALOKET","turkana",3
"ALOMBA","luo",3
"ALONGA","luo",3
"ALONYALA","luhya",3
"ALOO","luo",3
"ALOO        '","luo",3
"ALOTI","luo",3
"ALOYI","luo",3
"ALOYO","luo",3
"ALUBAKA","luhya",3
"ALUBOKHO","luhya",3
"ALUCHIO","luhya",3
"ALUDAH","luhya",3
"ALUDO","luo",3
"ALUIGA","luhya",3
"ALUKHAMBA","luhya",3
"ALUKUMU","luhya",3
"ALUKWE","luhya",3
"ALULA","luo",3
"ALUMADU","luhya",3
"ALUMALI","luhya",3
"ALUMANYA","luhya",3
"ALUMASI","luhya",3
"ALUMERA","luhya",3
"ALUNG'AVA","luhya",3
"ALUNYA","luhya",3
"ALUORA","luo",3
"ALURU","luo",3
"ALUSA","luhya",3
"ALUSALA","luhya",3
"ALUTA","luhya",3
"ALUVALA","luhya",3
"ALUVIS IA","luhya",3
"ALUVISIA","luhya",3
"ALWALE","luhya",3
"ALWANG'A","luhya",3
"ALWANYI","kisii",3
"ALWAR","luo",3
"ALWENDA","luhya",3
"ALWIGA","luhya",3
"ALWORA","luhya",3
"ALYUBA","luhya",3
"AMACHAR","teso",3
"AMADADI","luhya",3
"AMADI","luhya",3
"AMADIVA","luhya",3
"AMAGOYE","luhya",3
"AMAI","luhya",3
"AMAITSA","luhya",3
"AMAKADIA","luhya",3
"AMAKHALA","luhya",3
"AMANANGOLE","luhya",3
"AMANGALIAS","luhya",3
"AMANGARIA","luhya",3
"AMANJI","luhya",3
"AMARA","luhya",3
"AMARIATI","teso",3
"AMASIMBI","luhya",3
"AMASINDE","luhya",3
"AMASONGOLE","luhya",3
"AMASWACHE","luhya",3
"AMATANG'U","luhya",3
"AMATANGU","luhya",3
"AMATI","luhya",3
"AMATIEKU","luhya",3
"AMATONGOLO","luhya",3
"AMATSILI","luhya",3
"AMATTA","luhya",3
"AMAYA","luhya",3
"AMAYAYI","luhya",3
"AMAYENZE","luhya",3
"AMBAJO","luhya",3
"AMBAKA","luhya",3
"AMBALALE","luhya",3
"AMBALLA","luo",3
"AMBANE","luhya",3
"AMBEHEZE","luhya",3
"AMBENCHE","kisii",3
"AMBENGE","luhya",3
"AMBENJE","luhya",3
"AMBESA","kisii",3
"AMBETSA","luhya",3
"AMBIA","luhya",3
"AMBIAKALE","luhya",3
"AMBICHI","luhya",3
"AMBITHO","luo",3
"AMBITSI","luhya",3
"AMBOGO","kisii",3
"AMBOKA        W","luhya",3
"AMBOLE","luhya",3
"AMBONGO","luhya",3
"AMBUCHE","luhya",3
"AMBUGA","kisii",3
"AMBULI","luhya",3
"AMBULITSA","luhya",3
"AMBULWA","luhya",3
"AMBUNDA","luhya",3
"AMBUNYA","luhya",3
"AMBUSA","luhya",3
"AMBWERE","kisii",3
"AMBWEREE","luhya",3
"AMENY","luo",3
"AMENYA M","luo",3
"AMER","teso",3
"AMERIKOK","teso",3
"AMEYAN","maasai",3
"AMHANDA","luhya",3
"AMIANDA","luhya",3
"AMIENO","luo",3
"AMIMO","luo",3
"AMINDA","luo",3
"AMIR","muslim",3
"AMIRI","swahili",3
"AMODONGOLE","luhya",3
"AMOKHULA","kisii",3
"AMOKOLA","luhya",3
"AMOLER","teso",3
"AMOLO","luo",3
"AMONGO","luo",3
"AMOOR","luo",3
"AMORI","luo",3
"AMOYI","luhya",3
"AMPANI","maasai",3
"AMUDAVI","luhya",3
"AMUGANGA","luhya",3
"AMUGONGO","kisii",3
"AMUGUNE","luhya",3
"AMUGUNI","luhya",3
"AMUHONDA","luhya",3
"AMUJABI","luhya",3
"AMUKATI","luhya",3
"AMUKAYIA","luhya",3
"AMUKET","kalenjin",3
"AMUKHALE","luhya",3
"AMUKHAY","luhya",3
"AMUKHONO","luhya",3
"AMUKHOYE","luhya",3
"AMUKHULA","luhya",3
"AMUKOA","luhya",3
"AMUKOBOLE","luhya",3
"AMUKOCHE","kisii",3
"AMUKOHA","luhya",3
"AMUKOKHA","luhya",3
"AMUKOTE","luhya",3
"AMULALO","luhya",3
"AMULAVU","luhya",3
"AMULEGA","luhya",3
"AMULI","luhya",3
"AMULIA","luhya",3
"AMULUNDU","luhya",3
"AMUMA","luhya",3
"AMUNYA","luhya",3
"AMUNYOLO","luhya",3
"AMUOM","luo",3
"AMUOM          A","luo",3
"AMUOMA","kisii",3
"AMURASA","luhya",3
"AMURONO","luhya",3
"AMURUON","teso",3
"AMUSALIA","luhya",3
"AMUTABI","luhya",3
"AMUTALA","luhya",3
"AMUTAMA","luhya",3
"AMUTANA","luhya",3
"AMUTETE","luhya",3
"AMUTSA","luhya",3
"AMUTSE","luhya",3
"AMWAMA","luhya",3
"AMWATA","luhya",3
"AMWAYI","luhya",3
"AMWOGA","luhya",3
"AN'GAIRA","luhya",3
"ANAAM","luo",3
"ANABAICHA","luhya",3
"ANABWANI","luhya",3
"ANAGANJE","luhya",3
"ANAHOLI","luhya",3
"ANAKALA","luhya",3
"ANAKOLI","luhya",3
"ANAMI","luhya",3
"ANAMILA","luhya",3
"ANAMPIU","kme",3
"ANAMWETSA","luhya",3
"ANANG'A","luo",3
"ANCHURA","kisii",3
"ANDAFU","luhya",3
"ANDAGO","luo",3
"ANDAJE","luhya",3
"ANDAKHALWA","luhya",3
"ANDAMA","luhya",3
"ANDANAS","luhya",3
"ANDANJE","luhya",3
"ANDAR","luo",3
"ANDATI","luhya",3
"ANDAYI","luhya",3
"ANDEBE","luhya",3
"ANDECHO","luhya",3
"ANDEFWA","luhya",3
"ANDEKA","luhya",3
"ANDENYI","luhya",3
"ANDESO","luhya",3
"ANDETE","kisii",3
"ANDHOGA","luo",3
"ANDIAZI","luhya",3
"ANDIBA","luhya",3
"ANDIEDIE","luhya",3
"ANDIEGO","luhya",3
"ANDIEKO","luhya",3
"ANDIMI","luhya",3
"ANDIMU","luhya",3
"ANDITI","luo",3
"ANDIWO","luhya",3
"ANDOLO","luhya",3
"ANDOLY","luhya",3
"ANDURU","luhya",3
"ANDWAK","luo",3
"ANEKHA","luhya",3
"ANELOKO","luhya",3
"ANEMBA","luhya",3
"ANEYAH","luhya",3
"ANG'ANYA","luhya",3
"ANG'ASA","luhya",3
"ANG'AWA","luo",3
"ANG'EDI","luo",3
"ANG'IENDA","luo",3
"ANGAGA","luhya",3
"ANGAHYA","luhya",3
"ANGARA","luhya",3
"ANGAYIA","luhya",3
"ANGEGO","luo",3
"ANGEHI","luhya",3
"ANGENY","kisii",3
"ANGEYA","luhya",3
"ANGOLO","luhya",3
"ANGORE","kisii",3
"ANGOTE","luhya",3
"ANGOYA","luo",3
"ANGUGO","luo",3
"ANGUKO","luo",3
"ANGULE","luhya",3
"ANGURIA","luhya",3
"ANGURIOLEM","luhya",3
"ANGUSHA","swahili",3
"ANGUTSUTSU","luhya",3
"ANGUZU","luhya",3
"ANGWEKWE","luhya",3
"ANGWEN","kisii",3
"ANGWENGI","kisii",3
"ANGWENYI","kisii",3
"ANGWEYA","kisii",3
"ANJERE","kamba",3
"ANJIMBI","luhya",3
"ANJIRA","luhya",3
"ANNALO","luhya",3
"ANOK","turkana",3
"ANTANGA    MM","kisii",3
"ANUDO","luo",3
"ANUNDA","luhya",3
"ANURO","luhya",3
"ANYANG","luo",3
"ANYANGE","luhya",3
"ANYANGO       M","luo",3
"ANYANJE","luhya",3
"ANYANZWA","luhya",3
"ANYARANGMOE","teso",3
"ANYEGA","luhya",3
"ANYEMBE","luhya",3
"ANYESI","luhya",3
"ANYIEGA","luo",3
"ANYIENI","luhya",3
"ANYIKA","luhya",3
"ANYIM","luo",3
"ANYIMU","luhya",3
"ANYING","luo",3
"ANYINYA","luhya",3
"ANYONA","kisii",3
"ANYONJE","luhya",3
"ANYOSO","luhya",3
"ANYUL","luo",3
"ANYUNGU","luhya",3
"ANZABASI","luhya",3
"ANZABWA","luhya",3
"ANZAZI","luhya",3
"ANZEMO","luhya",3
"ANZENZE","luhya",3
"ANZERE","luhya",3
"ANZETSE","luhya",3
"ANZIGALE","luhya",3
"ANZIYA","luhya",3
"ANZIYAH","luhya",3
"AOKO","luo",3
"AONDO","luo",3
"APALIA","luo",3
"APARIONGO","turkana",3
"APAYA","turkana",3
"APEDHA","luo",3
"APEL","luhya",3
"APEPO","luo",3
"APERETUM","kalenjin",3
"APETET","teso",3
"APETETI","teso",3
"APIMA","luo",3
"APINDI","luo",3
"APINY","luo",3
"APIYO","luo",3
"APODO","luo",3
"APOKO","luo",3
"APUA","turkana",3
"APUNDO","luo",3
"APUNGU","luhya",3
"APUNZA","luhya",3
"APUTO","luo",3
"APWOKA","luhya",3
"ARAB","arab",3
"ARABOLYA","teso",3
"ARACH","luo",3
"ARAGA","luhya",3
"ARAO","luo",3
"ARAP CHIRICHIRI","kalenjin",3
"ARAP KOSKEI","kalenjin",3
"ARAPTUE","kalenjin",3
"ARARA","luo",3
"ARASA        '","kisii",3
"ARAVE","luhya",3
"ARBICHO","luhya",3
"AREMA","luhya",3
"ARENDE","luhya",3
"ARERI'","kisii",3
"ARINGO","luo",3
"ARIONGOLUK","kalenjin",3
"ARITHI","kme",3
"ARIYO","luo",3
"AROGO","luo",3
"AROMO","luo",3
"AROSE","luo",3
"AROSEI","kalenjin",3
"AROSO","kisii",3
"ARRABON","somali",3
"ARUCHA","kisii",3
"ARUDA","luhya",3
"ARUKOKINI","teso",3
"ARUMANA","luhya",3
"ARUMBA","kisii",3
"ARUNGA","luo",3
"ARUSEI","kalenjin",3
"ARUSEY","kalenjin",3
"ARUSI","luhya",3
"ARWA","luo",3
"ASABWA","luhya",3
"ASALA","luhya",3
"ASAMBA","luhya",3
"ASAMBEHA","luhya",3
"ASAMUKA","luhya",3
"ASARIKA","luhya",3
"ASATSA","luhya",3
"ASAVA","luhya",3
"ASAVAH","luhya",3
"ASEBWE","luhya",3
"ASEDA","luo",3
"ASEKO","luhya",3
"ASENA","luhya",3
"ASENAHABI","luhya",3
"ASHA","nubi",3
"ASHIBAKA","luhya",3
"ASHIKHUBE","luhya",3
"ASHIKOYE","luhya",3
"ASHIOYA","luhya",3
"ASHIRENJE","luhya",3
"ASHIRO","luhya",3
"ASHITIBA","luhya",3
"ASHITIVA","luhya",3
"ASHIVAKA","luhya",3
"ASHIVILA","luhya",3
"ASHONO","luhya",3
"ASIABUKWA","luhya",3
"ASIACHI","luhya",3
"ASIBWA","luhya",3
"ASICHE","luhya",3
"ASIDAGA","luhya",3
"ASIEBELA","luhya",3
"ASIELE","luhya",3
"ASIEMA","luhya",3
"ASIEVELA","luhya",3
"ASIGE","teso",3
"ASIGO","luo",3
"ASIIRA","luhya",3
"ASIKOYE","luhya",3
"ASILI","swahili",3
"ASILIGWA","luhya",3
"ASIMBAH","luhya",3
"ASIMOLO","luhya",3
"ASINDI","luhya",3
"ASINGWA","luhya",3
"ASINI","luhya",3
"ASIRIGWA","luhya",3
"ASITAKA","luhya",3
"ASIWAT","luo",3
"ASLAM","muslim",3
"ASMANI","luhya",3
"ASOGO","luo",3
"ASOTA","luhya",3
"ASTIAYA","luhya",3
"ASUDZA","luhya",3
"ASUKUKU","luhya",3
"ASULUNDA","luhya",3
"ASUMAN","muslim",3
"ASUMBA","luhya",3
"ASUNDA","luhya",3
"ATABAI","teso",3
"ATAI","luhya",3
"ATALA","luhya",3
"ATAPALE","luhya",3
"ATAPANGIALE","luhya",3
"ATARO","luo",3
"ATEE","luhya",3
"ATEKU","luhya",3
"ATEMBI","luo",3
"ATEMIA","luhya",3
"ATEMO","luo",3
"ATENDO","luo",3
"ATENG","teso",3
"ATENGE","teso",3
"ATENYA","luhya",3
"ATHENGA","luo",3
"ATHERO","luo",3
"ATHERU","kme",3
"ATHIENO","luhya",3
"ATHMAN","muslim",3
"ATHMANI","muslim",3
"ATIAN'G","luo",3
"ATIANG","teso",3
"ATIENDE","luo",3
"ATIGARA","luhya",3
"ATIN'GA","luo",3
"ATINDA","luo",3
"ATINYUA","luhya",3
"ATIPA","luo",3
"ATIYA","luo",3
"ATORI","kisii",3
"ATOYO","luo",3
"ATSANGO","luhya",3
"ATSENGA","luhya",3
"ATSIAMBA","luhya",3
"ATSIANJI","luhya",3
"ATSOLE","luhya",3
"ATSULU","luhya",3
"ATSWENJE","luhya",3
"ATUDO","luo",3
"ATUDONYANG","turkana",3
"ATUKO","luo",3
"ATULA","luhya",3
"ATUMBA","kme",3
"ATUNGA","luhya",3
"ATUOYA","luhya",3
"ATUTA","luhya",3
"ATUTI","luhya",3
"AUKA","luhya",3
"AUMA''","luo",3
"AUNDA","luhya",3
"AUNGA","luo",3
"AUTA","luo",3
"AVAMU","luhya",3
"AVEDI","luhya",3
"AVIDA","luhya",3
"AVOYIO","luhya",3
"AVUDE","luhya",3
"AVUKUSI","luhya",3
"AVUSA","luhya",3
"AVWONDA","luhya",3
"AVWOVA","luhya",3
"AWACH","luo",3
"AWAK","turkana",3
"AWALA","luo",3
"AWALLA","luo",3
"AWANDU","luhya",3
"AWASI        AY","luo",3
"AWAWO","luo",3
"AWENDO","luo",3
"AWENO","luo",3
"AWIDH","luo",3
"AWINDA","luo",3
"AWINDE","luo",3
"AWINJA","luhya",3
"AWINO","luo",3
"AWINO M    T","luo",3
"AWINQ","luo",3
"AWIRE","luhya",3
"AWIYO","luo",3
"AWOKO","luo",3
"AWOLI","kisii",3
"AWOUNDO","luo",3
"AWUD","luo",3
"AWUONDO","luo",3
"AWUOR   '","luo",3
"AWUOTH","luo",3
"AYAGA","luo",3
"AYAGAH","luo",3
"AYAKA","luhya",3
"AYAKI","luo",3
"AYAL","luo",3
"AYANY","luo",3
"AYANYI","luo",3
"AYATTA","luo",3
"AYAYA","luo",3
"AYAYO","luhya",3
"AYEKHA","luhya",3
"AYEKUSIYA","luhya",3
"AYEMBA","luhya",3
"AYEP","luo",3
"AYERE","luhya",3
"AYESA","luhya",3
"AYEVEI","luhya",3
"AYIECH","luo",3
"AYIECHA","luo",3
"AYIEMA","luhya",3
"AYIEMBA","luhya",3
"AYIENDA","luhya",3
"AYIENGA","luo",3
"AYIETSA","luhya",3
"AYIEYE","luo",3
"AYIGA","luhya",3
"AYIM","luo",3
"AYIMBA","luhya",3
"AYODO.","luo",3
"AYOKI","luo",3
"AYORO","luo",3
"AYUBU","swahili",3
"AYUGI","luo",3
"AYUKO","luhya",3
"AYUMA","luhya",3
"AYUNGA","luhya",3
"AYUO","luo",3
"AYUYA","luhya",3
"AYUYAH","luhya",3
"AYWAK","luo",3
"AYWER","luo",3
"AZALIZA","luhya",3
"AZECHERE","luhya",3
"AZEGELE","luhya",3
"AZEREH","luhya",3
"AZIAYA","luhya",3
"AZIZI","muslim",3
"BAALAWY","muslim",3
"BADO","swahili",3
"BAGIRA","mijikenda",3
"BAGWASI","luhya",3
"BAHATI","swahili",3
"BAHATISHA","swahili",3
"BAHOLA","luhya",3
"BAINI","swahili",3
"BAITHIRIA","kme",3
"BAITORO","kisii",3
"BAKAR","muslim",3
"BAKARI","muslim",3
"BALE","somali",3
"BALECHO","mijikenda",3
"BALOZI","swahili",3
"BALUKU","luhya",3
"BALUSI","luhya",3
"BANDARI","mijikenda",3
"BANGE","mijikenda",3
"BARABARA","swahili",3
"BARAIYWO","kalenjin",3
"BARCHUMBIN","kalenjin",3
"BARGEBEN","kalenjin",3
"BARGETUNY","kalenjin",3
"BARGOGE","kalenjin",3
"BARGOIYET","kalenjin",3
"BARGONG","kalenjin",3
"BARGORET","kalenjin",3
"BARGORETT","kalenjin",3
"BARGORIA","kalenjin",3
"BARID","swahili",3
"BARIDI","swahili",3
"BARINGO","kalenjin",3
"BARIWOS","kalenjin",3
"BARKEBEN","kalenjin",3
"BARKELENYA","kalenjin",3
"BARKERI","swahili",3
"BARKUTOL","kalenjin",3
"BARKUTWO","kalenjin",3
"BARMALEL","kalenjin",3
"BARMEI","kalenjin",3
"BARN'GOROR","kalenjin",3
"BARNAI","kalenjin",3
"BARNG'ETUNY","kalenjin",3
"BARNGOROR","kalenjin",3
"BARNOI","kalenjin",3
"BARONGO","kisii",3
"BAROR","somali",3
"BARSEGECH","kalenjin",3
"BARSOSIO","kalenjin",3
"BARSUGUTA","kalenjin",3
"BARSULAI","kalenjin",3
"BARSUMEI","kalenjin",3
"BARTAI","kalenjin",3
"BARTANGANY","kalenjin",3
"BARTENGUS","kalenjin",3
"BARTINGEI","kalenjin",3
"BARTORE","kalenjin",3
"BARTORI","kisii",3
"BARTUIYOT","kalenjin",3
"BARUA","swahili",3
"BARUBEI","kalenjin",3
"BASAKHILA","luhya",3
"BASELE","luhya",3
"BASHIR","nubi",3
"BASWETI","luhya",3
"BATIROBA","luhya",3
"BAZUMA","rendile",3
"BEKELO","taita",3
"BEKWEKWE","luhya",3
"BELECH","kalenjin",3
"BELYON","kalenjin",3
"BEMUHACHE","taita",3
"BENETI","luhya",3
"BENGA","luo",3
"BENTICTO","luhya",3
"BERE","teso",3
"BERENGE","taita",3
"BEYONGO","kisii",3
"BHATTI","indian",3
"BIATOR","kalenjin",3
"BIBAO","mijikenda",3
"BICHANG'A","kisii",3
"BICHANGA","kisii",3
"BICHII","kalenjin",3
"BIEGO","kisii",3
"BIENGE","kisii",3
"BIFWOLI","luhya",3
"BIGEGE","kisii",3
"BIKETI","luhya",3
"BIKWENDO","luhya",3
"BILA","swahili",3
"BILLOW","somali",3
"BILO","luo",3
"BIMBANET","kalenjin",3
"BING'ANANA","luhya",3
"BINYANYA","luhya",3
"BIONDO","luhya",3
"BIRIK","kalenjin",3
"BIRITHU","kme",3
"BIRKAN","somali",3
"BIROSHO","taita",3
"BISWAS","indian",3
"BITENGO","kisii",3
"BITONYE","luhya",3
"BITTOCK","kalenjin",3
"BIWOTT","kalenjin",3
"BOBE","kisii",3
"BOGONKO","kisii",3
"BOIKWA","kisii",3
"BOINO","kalenjin",3
"BOIT","kalenjin",3
"BOLLO","luo",3
"BOLO","luo",3
"BOMARE","kisii",3
